AC	ID	Organism	OrganismId	#Localizations_exp	#Localizations_nonExp	Localization
O74035	RNH2_THEKO 	Thermococcus kodakaraensis              	69014	0	1	Cytoplasm (Potential).
B6YVT5	RNH2_THEON 	Thermococcus onnurineus                 	523850	0	1	Cytoplasm (Potential).
A1RYM0	RNH2_THEPD 	Thermofilum pendens                     	368408	0	1	Cytoplasm (Potential).
C6A1I4	RNH2_THESM 	Thermococcus sibiricus                  	604354	0	1	Cytoplasm (Potential).
Q97CG6	RNH2_THEVO 	Thermoplasma volcanium                  	273116	0	1	Cytoplasm (Potential).
Q0W5R8	RNH2_UNCMA 	Uncultured methanogenic archaeon RC-I.  	351160	0	1	Cytoplasm (Potential).
Q9HSF6	RNH_HALSA  	Halobacterium salinarum                 	64091	0	1	Cytoplasm (Potential).
F9VN79	RNH_SULTO  	Sulfolobus tokodaii                     	273063	0	1	Cytoplasm (Potential).
Q58271	RNJ_METJA  	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (By similarity).
Q9YC03	RRP41_AERPE	Aeropyrum pernix                        	272557	0	1	Cytoplasm (Potential).
O29757	RRP41_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cytoplasm (Potential).
A0RXU1	RRP41_CENSY	Cenarchaeum symbiosum                   	414004	0	1	Cytoplasm (Potential).
A2BKC0	RRP41_HYPBU	Hyperthermus butylicus                  	415426	0	1	Cytoplasm (Potential).
Q8TYC1	RRP41_METKA	Methanopyrus kandleri                   	190192	0	1	Cytoplasm (Potential).
Q8PTT8	RRP41_METMA	Methanosarcina mazei                    	192952	0	1	Cytoplasm (Potential).
O26779	RRP41_METTH	Methanothermobacter thermautotrophicus  	187420	0	1	Cytoplasm (Potential).
A9A5C9	RRP41_NITMS	Nitrosopumilus maritimus                	436308	0	1	Cytoplasm (Potential).
Q9V119	RRP41_PYRAB	Pyrococcus abyssi                       	272844	0	1	Cytoplasm (Potential).
Q8ZVM9	RRP41_PYRAE	Pyrobaculum aerophilum                  	178306	0	1	Cytoplasm (Potential).
A4WM67	RRP41_PYRAR	Pyrobaculum arsenaticum                 	340102	0	1	Cytoplasm (Potential).
A3MUP1	RRP41_PYRCJ	Pyrobaculum calidifontis                	410359	0	1	Cytoplasm (Potential).
Q8U0L9	RRP41_PYRFU	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (Potential).
O59223	RRP41_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cytoplasm (Potential).
A1RST0	RRP41_PYRIL	Pyrobaculum islandicum                  	384616	0	1	Cytoplasm (Potential).
B1Y978	RRP41_PYRNV	Pyrobaculum neutrophilum                	444157	0	1	Cytoplasm (Potential).
Q4JB27	RRP41_SULAC	Sulfolobus acidocaldarius               	330779	0	1	Cytoplasm (Potential).
Q9UXC2	RRP41_SULSO	Sulfolobus solfataricus                 	273057	0	1	Cytoplasm (Potential).
Q975G8	RRP41_SULTO	Sulfolobus tokodaii                     	273063	0	1	Cytoplasm (Potential).
Q9HIP2	RRP41_THEAC	Thermoplasma acidophilum                	273075	0	1	Cytoplasm (Potential).
C5A2B9	RRP41_THEGJ	Thermococcus gammatolerans              	593117	0	1	Cytoplasm (Potential).
Q5JIR6	RRP41_THEKO	Thermococcus kodakaraensis              	69014	0	1	Cytoplasm (Potential).
B6YSI2	RRP41_THEON	Thermococcus onnurineus                 	523850	0	1	Cytoplasm (Potential).
Q97BZ5	RRP41_THEVO	Thermoplasma volcanium                  	273116	0	1	Cytoplasm (Potential).
Q9YC05	RRP42_AERPE	Aeropyrum pernix                        	272557	0	1	Cytoplasm (Potential).
O29756	RRP42_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cytoplasm (Potential).
Q8TGX5	RRP42_METAC	Methanosarcina acetivorans              	188937	0	1	Cytoplasm (Potential).
Q8TYC2	RRP42_METKA	Methanopyrus kandleri                   	190192	0	1	Cytoplasm (Potential).
Q8PTT7	RRP42_METMA	Methanosarcina mazei                    	192952	0	1	Cytoplasm (Potential).
O26778	RRP42_METTH	Methanothermobacter thermautotrophicus  	187420	0	1	Cytoplasm (Potential).
Q9V118	RRP42_PYRAB	Pyrococcus abyssi                       	272844	0	1	Cytoplasm (Potential).
Q8ZVN0	RRP42_PYRAE	Pyrobaculum aerophilum                  	178306	0	1	Cytoplasm (Potential).
Q8U0M0	RRP42_PYRFU	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (Potential).
O59224	RRP42_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cytoplasm (Potential).
C3N5R4	RRP42_SULIA	Sulfolobus islandicus                   	427318	0	1	Cytoplasm (Potential).
C4KHE3	RRP42_SULIK	Sulfolobus islandicus                   	426118	0	1	Cytoplasm (Potential).
C3MQ47	RRP42_SULIL	Sulfolobus islandicus                   	429572	0	1	Cytoplasm (Potential).
C3MVG5	RRP42_SULIM	Sulfolobus islandicus                   	427317	0	1	Cytoplasm (Potential).
C3NHC2	RRP42_SULIN	Sulfolobus islandicus                   	419942	0	1	Cytoplasm (Potential).
C3NED0	RRP42_SULIY	Sulfolobus islandicus                   	439386	0	1	Cytoplasm (Potential).
Q9UXC0	RRP42_SULSO	Sulfolobus solfataricus                 	273057	0	1	Cytoplasm (Potential).
Q975G9	RRP42_SULTO	Sulfolobus tokodaii                     	273063	0	1	Cytoplasm (Potential).
Q9HIP1	RRP42_THEAC	Thermoplasma acidophilum                	273075	0	1	Cytoplasm (Potential).
C5A2B8	RRP42_THEGJ	Thermococcus gammatolerans              	593117	0	1	Cytoplasm (Potential).
Q5JIR7	RRP42_THEKO	Thermococcus kodakaraensis              	69014	0	1	Cytoplasm (Potential).
B6YSE7	RRP42_THEON	Thermococcus onnurineus                 	523850	0	1	Cytoplasm (Potential).
Q97BZ4	RRP42_THEVO	Thermoplasma volcanium                  	273116	0	1	Cytoplasm (Potential).
Q0W2Y7	RRP42_UNCMA	Uncultured methanogenic archaeon RC-I.  	351160	0	1	Cytoplasm (Potential).
Q9YC02	RRP4_AERPE 	Aeropyrum pernix                        	272557	0	1	Cytoplasm (Potential).
O29758	RRP4_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cytoplasm (Potential).
E0SQX5	RRP4_IGNAA 	Ignisphaera aggregans                   	583356	0	1	Cytoplasm (Potential).
B1L6N8	RRP4_KORCO 	Korarchaeum cryptofilum                 	374847	0	1	Cytoplasm (Potential).
Q8TPX7	RRP4_METAC 	Methanosarcina acetivorans              	188937	0	1	Cytoplasm (Potential).
Q469M4	RRP4_METBF 	Methanosarcina barkeri                  	269797	0	1	Cytoplasm (Potential).
Q12ZB8	RRP4_METBU 	Methanococcoides burtonii               	259564	0	1	Cytoplasm (Potential).
E3GZ90	RRP4_METFV 	Methanothermus fervidus                 	523846	0	1	Cytoplasm (Potential).
Q8TYC0	RRP4_METKA 	Methanopyrus kandleri                   	190192	0	1	Cytoplasm (Potential).
Q8PTT9	RRP4_METMA 	Methanosarcina mazei                    	192952	0	1	Cytoplasm (Potential).
A5UJS0	RRP4_METS3 	Methanobrevibacter smithii              	420247	0	1	Cytoplasm (Potential).
Q2NEX6	RRP4_METST 	Methanosphaera stadtmanae               	339860	0	1	Cytoplasm (Potential).
O26780	RRP4_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cytoplasm (Potential).
A9A5C8	RRP4_NITMS 	Nitrosopumilus maritimus                	436308	0	1	Cytoplasm (Potential).
Q6L222	RRP4_PICTO 	Picrophilus torridus                    	263820	0	1	Cytoplasm (Potential).
Q9V120	RRP4_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cytoplasm (Potential).
Q8ZVM8	RRP4_PYRAE 	Pyrobaculum aerophilum                  	178306	0	1	Cytoplasm (Potential).
Q8U0L8	RRP4_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (Potential).
O59221	RRP4_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Cytoplasm (Potential).
Q4JB26	RRP4_SULAC 	Sulfolobus acidocaldarius               	330779	0	1	Cytoplasm (Potential).
Q9UXC4	RRP4_SULSO 	Sulfolobus solfataricus                 	273057	0	1	Cytoplasm (Potential).
Q975G7	RRP4_SULTO 	Sulfolobus tokodaii                     	273063	0	1	Cytoplasm (Potential).
Q9HIP3	RRP4_THEAC 	Thermoplasma acidophilum                	273075	0	1	Cytoplasm (Potential).
D5U396	RRP4_THEAM 	Thermosphaera aggregans                 	633148	0	1	Cytoplasm (Potential).
Q5JIR5	RRP4_THEKO 	Thermococcus kodakaraensis              	69014	0	1	Cytoplasm (Potential).
A1RXQ7	RRP4_THEPD 	Thermofilum pendens                     	368408	0	1	Cytoplasm (Potential).
Q97BZ6	RRP4_THEVO 	Thermoplasma volcanium                  	273116	0	1	Cytoplasm (Potential).
Q9YEM5	RSMA_AERPE 	Aeropyrum pernix                        	272557	0	1	Cytoplasm (Potential).
O28491	RSMA_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cytoplasm (Potential).
Q5V588	RSMA_HALMA 	Haloarcula marismortui                  	272569	0	1	Cytoplasm (Potential).
B0R506	RSMA_HALS3 	Halobacterium salinarum                 	478009	0	1	Cytoplasm (Potential).
Q9HQH1	RSMA_HALSA 	Halobacterium salinarum                 	64091	0	1	Cytoplasm (Potential).
Q18GB5	RSMA_HALWD 	Haloquadratum walsbyi                   	362976	0	1	Cytoplasm (Potential).
A6UTZ1	RSMA_META3 	Methanococcus aeolicus                  	419665	0	1	Cytoplasm (Potential).
Q8TQU8	RSMA_METAC 	Methanosarcina acetivorans              	188937	0	1	Cytoplasm (Potential).
Q466S6	RSMA_METBF 	Methanosarcina barkeri                  	269797	0	1	Cytoplasm (Potential).
Q12XH7	RSMA_METBU 	Methanococcoides burtonii               	259564	0	1	Cytoplasm (Potential).
Q2FSA9	RSMA_METHJ 	Methanospirillum hungatei JF-1          	323259	0	1	Cytoplasm (Potential).
Q58435	RSMA_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (Potential).
Q8TWU7	RSMA_METKA 	Methanopyrus kandleri                   	190192	0	1	Cytoplasm (Potential).
A4FY32	RSMA_METM5 	Methanococcus maripaludis               	402880	0	1	Cytoplasm (Potential).
A9AAW1	RSMA_METM6 	Methanococcus maripaludis               	444158	0	1	Cytoplasm (Potential).
A6VFS2	RSMA_METM7 	Methanococcus maripaludis               	426368	0	1	Cytoplasm (Potential).
Q8PU18	RSMA_METMA 	Methanosarcina mazei                    	192952	0	1	Cytoplasm (Potential).
Q6LYK4	RSMA_METMP 	Methanococcus maripaludis               	267377	0	1	Cytoplasm (Potential).
Q2NE42	RSMA_METST 	Methanosphaera stadtmanae               	339860	0	1	Cytoplasm (Potential).
O27381	RSMA_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cytoplasm (Potential).
A6UP00	RSMA_METVS 	Methanococcus vannielii                 	406327	0	1	Cytoplasm (Potential).
Q3IPM0	RSMA_NATPD 	Natronomonas pharaonis                  	348780	0	1	Cytoplasm (Potential).
Q9V1P8	RSMA_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cytoplasm (Potential).
Q8ZTJ4	RSMA_PYRAE 	Pyrobaculum aerophilum                  	178306	0	1	Cytoplasm (Potential).
Q8TH24	RSMA_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (Potential).
O59487	RSMA_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Cytoplasm (Potential).
A1RRK0	RSMA_PYRIL 	Pyrobaculum islandicum                  	384616	0	1	Cytoplasm (Potential).
C5A594	RSMA_THEGJ 	Thermococcus gammatolerans              	593117	0	1	Cytoplasm (Potential).
Q5JI54	RSMA_THEKO 	Thermococcus kodakaraensis              	69014	0	1	Cytoplasm (Potential).
B6YTK7	RSMA_THEON 	Thermococcus onnurineus                 	523850	0	1	Cytoplasm (Potential).
C6A222	RSMA_THESM 	Thermococcus sibiricus                  	604354	0	1	Cytoplasm (Potential).
Q9YES0	RTCA_AERPE 	Aeropyrum pernix                        	272557	0	1	Cytoplasm (Potential).
O28837	RTCA_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cytoplasm (Potential).
A8MAV7	RTCA_CALMQ 	Caldivirga maquilingensis               	397948	0	1	Cytoplasm (Potential).
B8D680	RTCA_DESK1 	Desulfurococcus kamchatkensis           	490899	0	1	Cytoplasm (Potential).
B0R414	RTCA_HALS3 	Halobacterium salinarum                 	478009	0	1	Cytoplasm (Potential).
Q9HRE8	RTCA_HALSA 	Halobacterium salinarum                 	64091	0	1	Cytoplasm (Potential).
A2BN21	RTCA_HYPBU 	Hyperthermus butylicus                  	415426	0	1	Cytoplasm (Potential).
A8A9W2	RTCA_IGNH4 	Ignicoccus hospitalis                   	453591	0	1	Cytoplasm (Potential).
B1L6E9	RTCA_KORCO 	Korarchaeum cryptofilum                 	374847	0	1	Cytoplasm (Potential).
Q8TH85	RTCA_METAC 	Methanosarcina acetivorans              	188937	0	1	Cytoplasm (Potential).
Q46DV9	RTCA_METBF 	Methanosarcina barkeri                  	269797	0	1	Cytoplasm (Potential).
Q12V70	RTCA_METBU 	Methanococcoides burtonii               	259564	0	1	Cytoplasm (Potential).
Q60335	RTCA_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (Potential).
Q8TZC9	RTCA_METKA 	Methanopyrus kandleri                   	190192	0	1	Cytoplasm (Potential).
Q8PXC4	RTCA_METMA 	Methanosarcina mazei                    	192952	0	1	Cytoplasm (Potential).
A4YEC3	RTCA_METS5 	Metallosphaera sedula                   	399549	0	1	Cytoplasm (Potential).
O27937	RTCA_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cytoplasm (Potential).
A0B532	RTCA_METTP 	Methanosaeta thermophila                	349307	0	1	Cytoplasm (Potential).
Q9V0Z6	RTCA_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cytoplasm (Potential).
Q8ZST4	RTCA_PYRAE 	Pyrobaculum aerophilum                  	178306	0	1	Cytoplasm (Potential).
A3MXQ7	RTCA_PYRCJ 	Pyrobaculum calidifontis                	410359	0	1	Cytoplasm (Potential).
Q8U0N7	RTCA_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (Potential).
O59198	RTCA_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Cytoplasm (Potential).
A1RSJ7	RTCA_PYRIL 	Pyrobaculum islandicum                  	384616	0	1	Cytoplasm (Potential).
B1YDJ1	RTCA_PYRNV 	Pyrobaculum neutrophilum                	444157	0	1	Cytoplasm (Potential).
A3DN24	RTCA_STAMF 	Staphylothermus marinus                 	399550	0	1	Cytoplasm (Potential).
Q4JB78	RTCA_SULAC 	Sulfolobus acidocaldarius               	330779	0	1	Cytoplasm (Potential).
C3N179	RTCA_SULIA 	Sulfolobus islandicus                   	427318	0	1	Cytoplasm (Potential).
C4KKE6	RTCA_SULIK 	Sulfolobus islandicus                   	426118	0	1	Cytoplasm (Potential).
C3MKC1	RTCA_SULIL 	Sulfolobus islandicus                   	429572	0	1	Cytoplasm (Potential).
C3MU91	RTCA_SULIM 	Sulfolobus islandicus                   	427317	0	1	Cytoplasm (Potential).
C3NMT8	RTCA_SULIN 	Sulfolobus islandicus                   	419942	0	1	Cytoplasm (Potential).
C3N969	RTCA_SULIY 	Sulfolobus islandicus                   	439386	0	1	Cytoplasm (Potential).
Q97W04	RTCA_SULSO 	Sulfolobus solfataricus                 	273057	0	1	Cytoplasm (Potential).
Q974U1	RTCA_SULTO 	Sulfolobus tokodaii                     	273063	0	1	Cytoplasm (Potential).
C5A2A3	RTCA_THEGJ 	Thermococcus gammatolerans              	593117	0	1	Cytoplasm (Potential).
Q5JIQ0	RTCA_THEKO 	Thermococcus kodakaraensis              	69014	0	1	Cytoplasm (Potential).
B6YSJ5	RTCA_THEON 	Thermococcus onnurineus                 	523850	0	1	Cytoplasm (Potential).
C6A4N4	RTCA_THESM 	Thermococcus sibiricus                  	604354	0	1	Cytoplasm (Potential).
Q58144	RUBY_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (Potential).
Q9YEF2	SAHH_AERPE 	Aeropyrum pernix                        	272557	0	1	Cytoplasm (By similarity).
O28279	SAHH_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cytoplasm (By similarity).
B0R7F2	SAHH_HALS3 	Halobacterium salinarum                 	478009	0	1	Cytoplasm (By similarity).
Q9HN50	SAHH_HALSA 	Halobacterium salinarum                 	64091	0	1	Cytoplasm (By similarity).
G0LFB0	SAHH_HALWC 	Haloquadratum walsbyi                   	768065	0	1	Cytoplasm (By similarity).
Q18EV6	SAHH_HALWD 	Haloquadratum walsbyi                   	362976	0	1	Cytoplasm (By similarity).
Q8TRA5	SAHH_METAC 	Methanosarcina acetivorans              	188937	0	1	Cytoplasm (By similarity).
Q58783	SAHH_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (By similarity).
P58855	SAHH_METKA 	Methanopyrus kandleri                   	190192	0	1	Cytoplasm (By similarity).
Q8PUQ4	SAHH_METMA 	Methanosarcina mazei                    	192952	0	1	Cytoplasm (By similarity).
Q6LYR8	SAHH_METMP 	Methanococcus maripaludis               	267377	0	1	Cytoplasm (By similarity).
O27673	SAHH_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cytoplasm (By similarity).
Q9UYK5	SAHH_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cytoplasm (By similarity).
Q8ZTQ7	SAHH_PYRAE 	Pyrobaculum aerophilum                  	178306	0	1	Cytoplasm (By similarity).
P50251	SAHH_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (By similarity).
O58275	SAHH_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Cytoplasm (By similarity).
Q4JAZ7	SAHH_SULAC 	Sulfolobus acidocaldarius               	330779	0	1	Cytoplasm (By similarity).
P50252	SAHH_SULSO 	Sulfolobus solfataricus                 	273057	0	1	Cytoplasm (By similarity).
Q975T0	SAHH_SULTO 	Sulfolobus tokodaii                     	273063	0	1	Cytoplasm (By similarity).
Q9HKX4	SAHH_THEAC 	Thermoplasma acidophilum                	273075	0	1	Cytoplasm (By similarity).
Q5JED2	SAHH_THEKO 	Thermococcus kodakaraensis              	69014	0	1	Cytoplasm (By similarity).
Q979Z4	SAHH_THEVO 	Thermoplasma volcanium                  	273116	0	1	Cytoplasm (By similarity).
Q97UV1	SDX_SULSO  	Sulfolobus solfataricus                 	273057	0	1	Cytoplasm (By similarity).
Q9HH83	SDX_SULTO  	Sulfolobus tokodaii                     	273063	1	0	Cytoplasm.
Q9HLT5	SDX_THEAC  	Thermoplasma acidophilum                	273075	0	1	Cytoplasm (By similarity).
D4GTK5	SECD_HALVD 	Haloferax volcanii                      	309800	1	0	Cell membrane; Multi-pass membrane protein.
Q18FQ8	SECD_HALWD 	Haloquadratum walsbyi                   	362976	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q57575	SECD_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q8TWM4	SECD_METKA 	Methanopyrus kandleri                   	190192	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
E1RHR1	SECD_METP4 	Methanoplanus petrolearius              	679926	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
O26937	SECD_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q8U4B4	SECD_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
C5A3H4	SECD_THEGJ 	Thermococcus gammatolerans              	593117	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q46493	SECE_ACIAM 	Acidianus ambivalens                    	2283	0	1	Cell membrane; Single-pass membrane protein (By similarity).
P58198	SECE_AERPE 	Aeropyrum pernix                        	272557	0	1	Cell membrane; Single-pass membrane protein (By similarity).
O29714	SECE_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Single-pass membrane protein (By similarity).
B9LV21	SECE_HALLT 	Halorubrum lacusprofundi                	416348	0	1	Cell membrane; Single-pass membrane protein (By similarity).
Q5V456	SECE_HALMA 	Haloarcula marismortui                  	272569	0	1	Cell membrane; Single-pass membrane protein (By similarity).
Q9V2S5	SECE_HALMT 	Haloferax mediterranei                  	523841	0	1	Cell membrane; Single-pass membrane protein (By similarity).
B0R382	SECE_HALS3 	Halobacterium salinarum                 	478009	0	1	Cell membrane; Single-pass membrane protein (By similarity).
Q9HS72	SECE_HALSA 	Halobacterium salinarum                 	64091	0	1	Cell membrane; Single-pass membrane protein (By similarity).
